Dieppedal	RIGHT	1,2,3,4,5,6	05:30:00	06:00:00	06:30:00	07:00:00	07:10:00	07:20:00	07:30:00	07:40:00	07:50:00	08:00:00	08:10:00	08:20:00	08:30:00	08:40:00	08:50:00	09:00:00	09:10:00	09:20:00	09:55:00	10:20:00	10:30:00	11:00:00	11:30:00	12:00:00	12:20:00	12:40:00	13:00:00	13:20:00	13:40:00	14:00:00	14:30:00	15:00:00	15:20:00	16:00:00	16:20:00	16:40:00	17:00:00	17:20:00	17:30:00	17:40:00	17:50:00	18:00:00	18:10:00	18:20:00	18:30:00	18:40:00	18:50:00	19:00:00	19:20:00	19:40:00	20:15:00	20:45:00	21:10:00
GdQuevilly	LEFT	1,2,3,4,5,6	05:40:00	06:10:00	06:40:00	07:05:00	07:15:00	07:25:00	07:35:00	07:45:00	07:55:00	08:05:00	08:15:00	08:25:00	08:35:00	08:45:00	08:55:00	09:05:00	09:15:00	09:25:00	10:05:00	10:25:00	10:45:00	11:15:00	11:50:00	12:10:00	12:30:00	12:50:00	13:10:00	13:30:00	13:50:00	14:10:00	14:50:00	15:10:00	15:30:00	16:10:00	16:30:00	16:50:00	17:10:00	17:25:00	17:35:00	17:45:00	17:55:00	18:05:00	18:15:00	18:25:00	18:35:00	18:45:00	18:55:00	19:10:00	19:30:00	19:50:00	20:30:00	21:00:00	21:15:00
Val de la Haye	RIGHT	1,2,3,4,5	05:00:00	05:30:00	05:45:00	06:10:00	06:30:00	06:50:00	07:05:00	07:15:00	07:25:00	07:35:00	07:45:00	07:55:00	08:05:00	08:15:00	08:25:00	08:35:00	08:45:00	08:55:00	09:05:00	09:40:00	10:00:00	10:20:00	10:35:00	11:05:00	11:35:00	11:55:00	12:05:00	12:15:00	12:25:00	12:35:00	12:45:00	12:55:00	13:05:00	13:15:00	13:25:00	13:35:00	13:45:00	14:05:00	14:25:00	14:45:00	15:30:00	15:55:00	16:25:00	16:35:00	16:45:00	16:55:00	17:05:00	17:15:00	17:25:00	17:35:00	17:45:00	17:55:00	18:05:00	18:15:00	18:25:00	18:35:00	18:45:00	18:55:00	19:05:00	19:15:00	20:00:00	20:30:00	20:50:00
Val de la Haye	RIGHT	6,7,8	06:45:00	07:15:00	07:45:00	07:55:00	08:05:00	08:15:00	08:25:00	08:35:00	08:45:00	08:55:00	09:05:00	09:40:00	10:35:00	11:05:00	11:35:00	11:55:00	12:05:00	12:15:00	12:25:00	12:35:00	12:45:00	12:55:00	13:05:00	13:25:00	13:45:00	14:05:00	14:25:00	14:45:00	15:30:00	15:55:00	16:25:00	17:05:00	17:25:00	17:45:00	18:05:00	18:25:00	18:45:00	19:05:00	19:25:00	20:00:00	20:30:00	20:50:00
Pt Couronne	LEFT	1,2,3,4,5	05:15:00	05:35:00	06:00:00	06:20:00	06:40:00	07:00:00	07:10:00	07:20:00	07:30:00	07:40:00	07:50:00	08:00:00	08:10:00	08:20:00	08:30:00	08:40:00	08:50:00	09:00:00	09:10:00	09:50:00	10:10:00	10:30:00	10:50:00	11:20:00	11:50:00	12:00:00	12:10:00	12:20:00	12:30:00	12:40:00	12:50:00	13:00:00	13:10:00	13:20:00	13:30:00	13:40:00	13:50:00	14:20:00	14:40:00	15:00:00	15:40:00	16:00:00	16:30:00	16:40:00	16:50:00	17:00:00	17:10:00	17:20:00	17:30:00	17:40:00	17:50:00	18:00:00	18:10:00	18:20:00	18:30:00	18:40:00	18:50:00	19:00:00	19:10:00	19:30:00	20:15:00	20:45:00	21:00:00
Pt Couronne	LEFT	6,7,8	07:00:00	07:30:00	07:50:00	08:00:00	08:10:00	08:20:00	08:30:00	08:40:00	08:50:00	09:00:00	09:10:00	09:50:00	10:50:00	11:20:00	11:50:00	12:00:00	12:10:00	12:20:00	12:30:00	12:40:00	12:50:00	13:00:00	13:10:00	13:30:00	13:50:00	14:20:00	14:40:00	15:00:00	15:40:00	16:00:00	16:30:00	17:10:00	17:30:00	17:50:00	18:10:00	18:30:00	18:50:00	19:10:00	19:30:00	20:15:00	20:45:00	21:00:00
La Bouille	LEFT	1,2,3,4,5	06:30:00	06:40:00	07:00:00	07:20:00	07:30:00	07:40:00	07:50:00	08:00:00	08:10:00	08:20:00	08:30:00	08:40:00	08:50:00	09:25:00	09:40:00	10:00:00	10:20:00	10:40:00	11:00:00	11:20:00	11:40:00	12:00:00	12:20:00	12:40:00	13:00:00	13:20:00	13:40:00	14:00:00	14:20:00	14:40:00	15:00:00	15:20:00	16:00:00	16:20:00	16:40:00	17:00:00	17:20:00	17:40:00	18:00:00	18:20:00	18:40:00	19:00:00	19:20:00	19:40:00	20:00:00	20:35:00	21:00:00	21:30:00	21:50:00
La Bouille	LEFT	6,7,8	07:00:00	07:30:00	07:40:00	07:50:00	08:00:00	08:10:00	08:20:00	08:30:00	08:40:00	08:50:00	09:25:00	09:40:00	10:00:00	10:20:00	10:40:00	11:00:00	11:20:00	11:40:00	12:00:00	12:20:00	12:40:00	13:00:00	13:20:00	13:40:00	14:00:00	14:20:00	14:40:00	15:00:00	15:20:00	16:00:00	16:20:00	16:40:00	17:00:00	17:20:00	17:40:00	18:00:00	18:20:00	18:40:00	19:00:00	19:20:00	19:40:00	20:00:00	20:35:00	21:00:00	21:30:00	21:50:00
Sahurs	RIGHT	1,2,3,4,5	06:35:00	06:50:00	07:10:00	07:25:00	07:35:00	07:45:00	07:55:00	08:05:00	08:15:00	08:25:00	08:35:00	08:45:00	08:55:00	09:30:00	09:50:00	10:10:00	10:30:00	10:50:00	11:10:00	11:30:00	11:50:00	12:10:00	12:30:00	12:50:00	13:10:00	13:30:00	13:50:00	14:10:00	14:30:00	14:50:00	15:10:00	15:30:00	16:10:00	16:30:00	16:50:00	17:10:00	17:30:00	17:50:00	18:10:00	18:30:00	18:50:00	19:10:00	19:30:00	19:50:00	20:05:00	20:40:00	21:10:00	21:40:00	22:00:00
Sahurs	RIGHT	6,7,8	07:15:00	07:35:00	07:45:00	07:55:00	08:05:00	08:15:00	08:25:00	08:35:00	08:45:00	08:55:00	09:30:00	09:50:00	10:10:00	10:30:00	10:50:00	11:10:00	11:30:00	11:50:00	12:10:00	12:30:00	12:50:00	13:10:00	13:30:00	13:50:00	14:10:00	14:30:00	14:50:00	15:10:00	15:30:00	16:10:00	16:30:00	16:50:00	17:10:00	17:30:00	17:50:00	18:10:00	18:30:00	18:50:00	19:10:00	19:30:00	19:50:00	20:05:00	20:40:00	21:10:00	21:40:00	22:00:00
Berville	LEFT	1,2,3,4,5	04:25:00	05:00:00	05:20:00	05:40:00	06:00:00	06:20:00	06:40:00	07:00:00	07:20:00	07:40:00	08:00:00	08:20:00	08:40:00	09:00:00	09:20:00	09:40:00	10:00:00	10:20:00	10:40:00	11:00:00	11:20:00	11:40:00	12:00:00	12:20:00	13:20:00	13:40:00	14:00:00	14:20:00	14:40:00	15:00:00	15:20:00	15:40:00	16:00:00	16:20:00	16:40:00	17:00:00	17:20:00	17:40:00	18:00:00	18:20:00	18:40:00	19:00:00	19:20:00	19:40:00	20:00:00	20:20:00	20:40:00	21:20:00	21:40:00	22:00:00	22:20:00	22:40:00
Berville	LEFT	6	04:25:00	05:00:00	05:20:00	05:40:00	06:00:00	06:20:00	06:40:00	07:00:00	07:20:00	07:40:00	08:00:00	08:20:00	08:40:00	09:00:00	09:20:00	09:40:00	10:00:00	10:20:00	10:40:00	11:00:00	11:20:00	11:40:00	12:00:00	12:20:00	12:40:00	13:40:00	14:00:00	14:20:00	14:40:00	15:00:00	15:20:00	15:40:00	16:00:00	16:20:00	16:40:00	17:00:00	17:20:00	17:40:00	18:00:00	18:20:00	18:40:00	19:00:00	19:20:00	19:40:00	20:00:00	20:20:00	20:40:00	21:20:00	21:40:00	22:00:00	22:20:00	22:40:00	23:00:00	23:20:00	23:40:00	24:00:00
Berville	LEFT	7,8	06:00:00	07:20:00	07:40:00	08:00:00	08:20:00	08:40:00	09:00:00	09:20:00	09:40:00	10:00:00	10:20:00	10:40:00	11:00:00	11:20:00	11:40:00	12:00:00	12:20:00	13:20:00	13:40:00	14:00:00	14:20:00	14:40:00	15:00:00	15:20:00	15:40:00	16:00:00	16:20:00	16:40:00	17:00:00	17:20:00	17:40:00	18:00:00	18:20:00	18:40:00	19:00:00	19:20:00	19:40:00	20:00:00	20:20:00	20:40:00	21:20:00	21:40:00	22:00:00	22:20:00	22:40:00
Duclair	RIGHT	1,2,3,4,5	04:50:00	05:10:00	05:30:00	05:50:00	06:10:00	06:30:00	06:50:00	07:10:00	07:30:00	07:50:00	08:10:00	08:30:00	08:50:00	09:10:00	09:30:00	09:50:00	10:10:00	10:30:00	10:50:00	11:10:00	11:30:00	11:50:00	12:10:00	12:30:00	13:30:00	13:50:00	14:10:00	14:30:00	14:50:00	15:10:00	15:30:00	15:50:00	16:10:00	16:30:00	16:50:00	17:10:00	17:30:00	17:50:00	18:10:00	18:30:00	18:50:00	19:10:00	19:30:00	19:50:00	20:10:00	20:30:00	20:50:00	21:30:00	21:50:00	22:10:00	22:30:00
Duclair	RIGHT	6	04:50:00	05:10:00	05:30:00	05:50:00	06:10:00	06:30:00	06:50:00	07:10:00	07:30:00	07:50:00	08:10:00	08:30:00	08:50:00	09:10:00	09:30:00	09:50:00	10:10:00	10:30:00	10:50:00	11:10:00	11:30:00	11:50:00	12:10:00	12:30:00	12:50:00	13:50:00	14:10:00	14:30:00	14:50:00	15:10:00	15:30:00	15:50:00	16:10:00	16:30:00	16:50:00	17:10:00	17:30:00	17:50:00	18:10:00	18:30:00	18:50:00	19:10:00	19:30:00	19:50:00	20:10:00	20:30:00	20:50:00	21:30:00	21:50:00	22:10:00	22:30:00	22:50:00	23:10:00	23:30:00	23:50:00
Duclair	RIGHT	7,8	06:10:00	07:30:00	07:50:00	08:10:00	08:30:00	08:50:00	09:10:00	09:30:00	09:50:00	10:10:00	10:30:00	10:50:00	11:10:00	11:30:00	11:50:00	12:10:00	12:30:00	13:30:00	13:50:00	14:10:00	14:30:00	14:50:00	15:10:00	15:30:00	15:50:00	16:10:00	16:30:00	16:50:00	17:10:00	17:30:00	17:50:00	18:10:00	18:30:00	18:50:00	19:10:00	19:30:00	19:50:00	20:10:00	20:30:00	20:50:00	21:30:00	21:50:00	22:10:00	22:30:00
Mesnil	RIGHT	1,2,3,4,5,6,7,8	06:00:00	06:10:00	06:30:00	06:50:00	07:10:00	07:30:00	07:50:00	08:10:00	08:30:00	08:50:00	09:30:00	10:30:00	11:30:00	11:50:00	12:10:00	12:30:00	12:50:00	13:10:00	13:30:00	13:50:00	14:10:00	14:30:00	14:50:00	15:10:00	15:50:00	16:10:00	16:30:00	16:50:00	17:10:00	17:30:00	17:50:00	18:10:00	18:30:00	18:50:00	19:10:00	19:30:00	19:50:00	20:15:00	20:45:00
Yville	LEFT	1,2,3,4,5,6,7,8	06:05:00	06:20:00	06:40:00	07:00:00	07:20:00	07:40:00	08:00:00	08:20:00	08:40:00	09:00:00	10:00:00	11:00:00	11:40:00	12:00:00	12:20:00	12:40:00	13:00:00	13:20:00	13:40:00	14:00:00	14:20:00	14:40:00	15:00:00	15:20:00	16:00:00	16:20:00	16:40:00	17:00:00	17:20:00	17:40:00	18:00:00	18:20:00	18:40:00	19:00:00	19:20:00	19:40:00	20:00:00	20:30:00	21:00:00
Jumiège	RIGHT	1,2,3,4,5,6,7,8	06:00:00	06:15:00	06:40:00	07:00:00	07:20:00	07:40:00	08:00:00	08:20:00	08:40:00	09:00:00	09:20:00	10:00:00	10:20:00	10:40:00	11:00:00	11:20:00	11:40:00	12:00:00	12:20:00	12:40:00	13:00:00	13:20:00	13:40:00	14:00:00	14:20:00	14:40:00	15:00:00	15:20:00	16:00:00	16:20:00	16:40:00	17:00:00	17:20:00	17:40:00	18:00:00	18:20:00	18:40:00	19:00:00	19:20:00	19:40:00	20:00:00	20:20:00	20:40:00	21:00:00
Heurteauville1	LEFT	1,2,3,4,5,6,7,8	06:10:00	06:30:00	06:50:00	07:10:00	07:30:00	07:50:00	08:10:00	08:30:00	08:50:00	09:10:00	09:30:00	10:10:00	10:30:00	10:50:00	11:10:00	11:30:00	11:50:00	12:10:00	12:30:00	12:50:00	13:10:00	13:30:00	13:50:00	14:10:00	14:30:00	14:50:00	15:10:00	15:30:00	16:10:00	16:30:00	16:50:00	17:10:00	17:30:00	17:50:00	18:10:00	18:30:00	18:50:00	19:10:00	19:30:00	19:50:00	20:10:00	20:30:00	20:50:00	21:10:00
Yainville	RIGHT	1,2,3,4,5,6	05:00:00	05:30:00	05:40:00	05:55:00	06:10:00	06:30:00	06:50:00	07:10:00	07:30:00	07:50:00	08:10:00	08:30:00	08:50:00	09:30:00	09:50:00	10:10:00	10:30:00	10:50:00	11:10:00	11:30:00	11:50:00	12:10:00	12:30:00	12:50:00	13:10:00	13:30:00	13:50:00	14:10:00	14:30:00	14:50:00	15:10:00	15:30:00	15:50:00	16:30:00	16:50:00	17:10:00	17:30:00	17:50:00	18:10:00	18:30:00	18:50:00	19:10:00	19:30:00	19:50:00	20:30:00	21:30:00	22:10:00
Heurteauville2	LEFT	1,2,3,4,5,6	05:15:00	05:35:00	05:45:00	06:00:00	06:20:00	06:40:00	07:00:00	07:20:00	07:40:00	08:00:00	08:20:00	08:40:00	09:00:00	09:40:00	10:00:00	10:20:00	10:40:00	11:00:00	11:20:00	11:40:00	12:00:00	12:20:00	12:40:00	13:00:00	13:20:00	13:40:00	14:00:00	14:20:00	14:40:00	15:00:00	15:20:00	15:40:00	16:00:00	16:40:00	17:00:00	17:20:00	17:40:00	18:00:00	18:20:00	18:40:00	19:00:00	19:20:00	19:40:00	20:00:00	21:00:00	22:00:00	22:20:00
Quillebeuf	LEFT	1,2,3,4,5,6	05:30:00	06:00:00	06:20:00	06:40:00	07:00:00	07:20:00	07:40:00	08:00:00	08:20:00	08:40:00	09:00:00	09:20:00	09:40:00	10:00:00	10:20:00	10:40:00	11:00:00	11:20:00	11:40:00	12:00:00	12:20:00	13:20:00	13:40:00	14:00:00	14:20:00	14:40:00	15:00:00	15:20:00	15:40:00	16:00:00	16:20:00	16:40:00	17:00:00	17:20:00	17:40:00	18:00:00	18:20:00	18:40:00	19:00:00	19:20:00	19:40:00	20:00:00	20:20:00	21:00:00	21:20:00	21:40:00	22:00:00	22:20:00
Quillebeuf	LEFT	7,8	05:30:00	06:00:00	06:20:00	06:40:00	08:00:00	08:20:00	08:40:00	09:00:00	09:20:00	09:40:00	10:00:00	10:20:00	10:40:00	11:00:00	11:20:00	11:40:00	12:00:00	12:20:00	13:20:00	13:40:00	14:00:00	14:20:00	14:40:00	15:00:00	15:20:00	15:40:00	16:00:00	16:20:00	16:40:00	17:00:00	17:20:00	17:40:00	18:00:00	18:20:00	18:40:00	19:00:00	19:20:00	19:40:00	20:00:00	20:20:00	21:00:00	21:20:00	21:40:00	22:00:00	22:20:00
Port Jerome	RIGHT	1,2,3,4,5,6	05:40:00	06:10:00	06:30:00	06:50:00	07:10:00	07:30:00	07:50:00	08:10:00	08:30:00	08:50:00	09:10:00	09:30:00	09:50:00	10:10:00	10:30:00	10:50:00	11:10:00	11:30:00	11:50:00	12:10:00	12:30:00	13:30:00	13:50:00	14:10:00	14:30:00	14:50:00	15:10:00	15:30:00	15:50:00	16:10:00	16:30:00	16:50:00	17:10:00	17:30:00	17:50:00	18:10:00	18:30:00	18:50:00	19:10:00	19:30:00	19:50:00	20:10:00	20:30:00	21:10:00	21:30:00	21:50:00	22:10:00	22:30:00
Port Jerome	RIGHT	7,8	05:40:00	06:10:00	06:30:00	06:50:00	08:10:00	08:30:00	08:50:00	09:10:00	09:30:00	09:50:00	10:10:00	10:30:00	10:50:00	11:10:00	11:30:00	11:50:00	12:10:00	12:30:00	13:30:00	13:50:00	14:10:00	14:30:00	14:50:00	15:10:00	15:30:00	15:50:00	16:10:00	16:30:00	16:50:00	17:10:00	17:30:00	17:50:00	18:10:00	18:30:00	18:50:00	19:10:00	19:30:00	19:50:00	20:10:00	20:30:00	21:10:00	21:30:00	21:50:00	22:10:00	22:30:00